Vehicle_ID,Brand,Model,Year,Mileage,Engine_Size,Price
V0078490,Toyota,Van,2023,276613,4.8,38296
V0078491,Audi,Hatchback,2019,97238,3.2,46163
V0078492,Nissan,Convertible,2004,269570,2.1,23206
V0078493,Volkswagen,Coupe,2017,180810,3.3,70559
V0078494,Ford,Sedan,2000,191682,3.7,45509
V0078495,Audi,Coupe,2009,75397,3.1,64355
V0078496,Hyundai,SUV,2016,76919,2.7,30884
V0078497,Hyundai,Convertible,2000,216485,1.0,88484
V0078498,Volkswagen,Coupe,2007,218533,3.7,52356
V0078499,Audi,Hatchback,2021,166914,3.9,17745
V0078500,Honda,Sedan,2001,88549,3.1,35746
V0078501,Ford,Convertible,2010,66441,4.0,39505
V0078502,Kia,Coupe,2011,273581,4.2,61790
V0078503,Hyundai,Coupe,2016,234764,4.2,43539
V0078504,Ford,Convertible,2018,156712,3.7,32774
V0078505,Hyundai,Van,2007,146455,4.2,74117
V0078506,Volkswagen,Hatchback,2003,52633,4.8,88191
V0078507,Toyota,Truck,2004,202534,1.6,49067
V0078508,Nissan,Convertible,2014,123434,1.7,75748
V0078509,Ford,Sedan,2022,286408,4.2,53301
V0078510,BMW,Coupe,2002,144160,4.4,46621
V0078511,Toyota,Van,2009,244368,2.2,87109
V0078512,Kia,Coupe,2018,243839,1.8,61335
V0078513,Volkswagen,Sedan,2018,249633,2.0,65747
V0078514,Nissan,SUV,2017,100034,3.7,70159
V0078515,Toyota,SUV,2022,22187,3.9,78369
V0078516,Mercedes,Truck,2003,195589,3.6,88875
V0078517,Volkswagen,Truck,2011,109693,3.8,36812
V0078518,Audi,Hatchback,2021,249716,2.5,57735
V0078519,Toyota,Coupe,2007,44297,4.5,81301
V0078520,Honda,SUV,2000,36505,2.3,79029
V0078521,Mercedes,Convertible,2003,149969,3.7,89362
V0078522,Honda,Hatchback,2017,230120,2.5,44360
V0078523,Mercedes,Sedan,2011,26609,1.2,63057
V0078524,Audi,SUV,2024,113791,4.6,35369
V0078525,BMW,Convertible,2011,275872,1.0,86397
V0078526,Hyundai,Truck,2006,77999,4.3,73911
V0078527,BMW,Convertible,2016,18885,2.8,78062
V0078528,Audi,Truck,2023,125156,2.0,32755
V0078529,Toyota,Van,2018,158849,2.0,36235
V0078530,Volkswagen,Convertible,2003,26368,3.3,21022
V0078531,Toyota,Van,2020,233724,3.4,30800
V0078532,Hyundai,Hatchback,2023,170738,1.5,66326
V0078533,Audi,Van,2021,105853,3.5,43701
V0078534,Kia,Van,2005,291166,3.4,21240
V0078535,Mercedes,SUV,2019,25433,4.8,24552
V0078536,Audi,SUV,2017,118455,4.5,64514
V0078537,Kia,Truck,2020,213234,4.8,26927
V0078538,Honda,Truck,2012,158859,1.7,39899
V0078539,Volkswagen,SUV,2014,257805,3.6,78908
V0078540,Nissan,Van,2005,20939,3.9,25576
V0078541,Ford,Coupe,2022,217704,2.4,41468
V0078542,Mercedes,Hatchback,2006,30393,3.3,40440
V0078543,Kia,Convertible,2021,54561,4.0,11348
V0078544,Ford,Van,2020,72144,2.5,50116
V0078545,Toyota,Coupe,2015,256836,2.7,49612
V0078546,BMW,Truck,2015,145659,2.7,78368
V0078547,Hyundai,Coupe,2014,183112,4.9,19112
V0078548,Toyota,SUV,2006,85845,3.3,87982
V0078549,Toyota,Sedan,2001,230892,1.9,18108
V0078550,BMW,SUV,2008,159144,1.6,26504
V0078551,BMW,Sedan,2013,250643,1.4,71034
V0078552,BMW,Coupe,2004,118575,3.7,26405
V0078553,Honda,Hatchback,2023,217298,2.7,36672
V0078554,Nissan,Van,2004,73795,2.6,72112
V0078555,BMW,SUV,2014,105524,4.4,27412
V0078556,BMW,SUV,2024,57087,3.5,28926
V0078557,Nissan,Truck,2012,120116,3.7,72102
V0078558,Audi,Convertible,2020,199378,2.5,57080
V0078559,Kia,Van,2012,259627,5.0,62542
V0078560,Audi,Coupe,2021,299586,2.7,52295
V0078561,Hyundai,Convertible,2002,199281,1.4,72583
V0078562,Audi,Convertible,2017,33491,2.2,78020
V0078563,Volkswagen,Convertible,2003,249889,2.7,69999
V0078564,Nissan,Coupe,2005,201392,3.9,54515
V0078565,Honda,Hatchback,2011,158118,1.3,71670
V0078566,Ford,Coupe,2013,149544,1.8,27988
V0078567,Ford,Convertible,2003,137239,3.0,39782
V0078568,Volkswagen,SUV,2000,62298,3.2,67768
V0078569,Hyundai,Hatchback,2010,233271,4.5,70649
V0078570,Mercedes,Truck,2019,270851,4.2,76332
V0078571,Honda,Sedan,2008,168182,1.1,39655
V0078572,BMW,Coupe,2015,2146,1.1,63640
V0078573,Nissan,Truck,2005,136054,1.0,66497
V0078574,Ford,Van,2001,169402,2.0,30041
V0078575,Nissan,Van,2000,212484,3.8,52574
V0078576,Audi,Convertible,2009,282481,3.3,36240
V0078577,Honda,Van,2013,190493,1.7,13041
V0078578,Toyota,SUV,2009,61495,4.1,49364
V0078579,Kia,Truck,2020,240983,1.5,40938
V0078580,Ford,Truck,2020,36666,3.7,49899
V0078581,Volkswagen,Van,2013,203792,4.1,41810
V0078582,Hyundai,Coupe,2020,63312,1.2,43812
V0078583,Volkswagen,Sedan,2024,261678,3.1,48580
V0078584,Ford,Coupe,2012,166,2.1,69478
V0078585,Volkswagen,Coupe,2016,238052,4.2,53983
V0078586,Audi,Truck,2003,264955,4.6,27912
V0078587,Volkswagen,Convertible,2016,198055,2.3,59967
V0078588,Honda,SUV,2022,283504,1.6,26326
V0078589,Volkswagen,SUV,2013,150123,3.6,38912
V0078590,Hyundai,Van,2014,281082,1.4,36626
V0078591,BMW,Truck,2003,123525,3.8,45107
V0078592,Kia,Sedan,2014,169475,4.5,38038
V0078593,Mercedes,SUV,2006,125446,1.7,46793
V0078594,Honda,Van,2004,44107,1.8,89832
V0078595,Ford,Truck,2008,171513,4.2,46848
V0078596,Mercedes,Coupe,2006,92666,2.1,55823
V0078597,Volkswagen,Sedan,2017,75394,3.3,9988
V0078598,Volkswagen,Hatchback,2004,123961,1.2,88555
V0078599,Mercedes,Coupe,2016,248957,3.5,64585
V0078600,Hyundai,Van,2021,244534,4.1,58475
V0078601,Nissan,SUV,2012,276302,3.2,51733
V0078602,Audi,Truck,2014,271503,3.2,17726
V0078603,Hyundai,SUV,2018,206568,4.3,40447
V0078604,BMW,Hatchback,2011,71460,1.8,68649
V0078605,Mercedes,Hatchback,2007,289507,4.4,17826
V0078606,Audi,SUV,2015,119270,3.5,15220
V0078607,Kia,Truck,2017,285213,3.3,47069
V0078608,Mercedes,Sedan,2002,233868,2.7,30655
V0078609,Ford,Convertible,2015,98271,1.9,73694
V0078610,Audi,Truck,2023,192102,4.3,36602
V0078611,Nissan,Van,2003,121002,4.1,39036
V0078612,Audi,Sedan,2022,200601,4.6,23149
V0078613,Hyundai,Hatchback,2003,58544,4.9,62652
V0078614,BMW,Sedan,2024,234366,2.9,41912
V0078615,Ford,Van,2023,134572,4.7,63315
V0078616,Honda,Coupe,2012,252511,2.5,83319
V0078617,Audi,Hatchback,2015,211534,4.7,70616
V0078618,Hyundai,SUV,2019,15871,2.7,63750
V0078619,Mercedes,Truck,2003,262437,1.1,40954
V0078620,BMW,Truck,2023,265313,1.9,17132
V0078621,Volkswagen,Convertible,2003,175372,3.7,78967
V0078622,Honda,Van,2004,193692,1.0,67515
V0078623,Honda,SUV,2001,91661,5.0,42677
V0078624,Toyota,Coupe,2021,269801,1.8,58430
V0078625,Audi,Coupe,2018,77448,2.1,49884
V0078626,Nissan,Truck,2008,123893,2.8,81652
V0078627,Hyundai,Convertible,2002,142143,1.9,68678
V0078628,BMW,Van,2015,116633,4.5,22155
V0078629,BMW,Van,2022,227140,3.4,76188
V0078630,Audi,Van,2021,106717,3.4,70016
V0078631,Hyundai,Convertible,2003,12395,2.0,37587
V0078632,Mercedes,Truck,2023,224510,2.4,51661
V0078633,Kia,Truck,2014,205309,4.4,70861
V0078634,Nissan,Van,2000,193402,3.5,68594
V0078635,Nissan,Coupe,2012,92124,1.1,40225
V0078636,Honda,Truck,2020,132679,4.6,67478
V0078637,Honda,Truck,2020,46599,2.2,62565
V0078638,Kia,SUV,2008,103981,1.4,66027
V0078639,Volkswagen,Convertible,2021,15334,1.6,42018
V0078640,Mercedes,Truck,2005,272796,3.5,68440
V0078641,Ford,Coupe,2018,189193,4.7,24811
V0078642,Toyota,Sedan,2000,21918,2.4,42071
V0078643,Hyundai,Truck,2004,113077,3.8,36107
V0078644,Ford,Van,2001,70645,3.3,39816
V0078645,Volkswagen,SUV,2008,35328,1.3,80828
V0078646,Honda,Hatchback,2011,94872,4.5,41104
V0078647,Hyundai,Sedan,2002,156889,1.8,30620
V0078648,Honda,Sedan,2000,275047,3.2,32400
V0078649,Hyundai,Truck,2004,156783,1.7,18713
V0078650,Nissan,Sedan,2014,204801,3.0,25146
V0078651,Honda,Convertible,2012,180508,3.2,52780
V0078652,Ford,Van,2001,26531,1.6,79959
V0078653,Nissan,Van,2005,151571,1.1,23556
V0078654,Ford,Hatchback,2005,179664,1.9,80478
V0078655,Toyota,SUV,2015,31133,2.7,39448
V0078656,Audi,Truck,2019,220895,2.7,52389
V0078657,Nissan,Coupe,2014,290116,4.7,54213
V0078658,Volkswagen,Sedan,2005,47719,2.4,33973
V0078659,Volkswagen,Coupe,2018,177219,3.4,36466
V0078660,Ford,SUV,2009,102766,1.1,54585
V0078661,Volkswagen,Coupe,2009,242650,3.2,24358
V0078662,Mercedes,Hatchback,2013,7927,2.7,43277
V0078663,Mercedes,Van,2015,285965,3.8,65521
V0078664,Hyundai,SUV,2007,113426,2.5,67409
V0078665,Nissan,Sedan,2007,280191,3.9,37906
V0078666,Kia,Hatchback,2007,289884,4.6,30888
V0078667,Honda,Convertible,2019,178251,1.9,27524
V0078668,Audi,Truck,2013,185639,2.7,77521
V0078669,Audi,SUV,2012,40596,4.7,26000
V0078670,Honda,Hatchback,2021,277118,4.7,17381
V0078671,Kia,Convertible,2010,250028,4.5,19408
V0078672,Toyota,Sedan,2024,87324,3.8,13876
V0078673,Mercedes,Coupe,2013,259560,4.6,57034
V0078674,BMW,Truck,2020,97298,4.5,30279
V0078675,BMW,Hatchback,2018,103857,4.1,51473
V0078676,Ford,Coupe,2022,222918,3.5,66839
V0078677,Audi,Sedan,2004,30823,2.5,30434
V0078678,Nissan,Convertible,2001,243575,3.1,56251
V0078679,Ford,SUV,2023,250909,1.5,55694
V0078680,Mercedes,SUV,2024,194073,4.5,24961
V0078681,Audi,Sedan,2004,157476,1.5,20274
V0078682,Volkswagen,SUV,2021,210391,2.7,28379
V0078683,Audi,Convertible,2017,231084,3.7,75893
V0078684,Ford,Convertible,2015,274405,2.0,32535
V0078685,Hyundai,Convertible,2024,228315,4.1,72636
V0078686,BMW,Truck,2004,83586,1.4,58062
V0078687,Volkswagen,Van,2003,14017,2.1,76394
V0078688,BMW,Van,2013,79699,1.2,47970
V0078689,Volkswagen,Coupe,2001,139386,4.5,57917
V0078690,Toyota,Coupe,2017,145258,1.7,62330
V0078691,BMW,Sedan,2001,161378,2.3,69644
V0078692,Hyundai,Truck,2012,87094,1.1,38691
V0078693,Volkswagen,Truck,2018,1182,2.1,45494
V0078694,Ford,Sedan,2006,80348,4.7,21069
V0078695,Kia,Truck,2010,156966,2.2,69042
V0078696,Mercedes,Van,2017,286047,2.6,12008
V0078697,BMW,Hatchback,2006,243121,2.9,53743
V0078698,Volkswagen,Convertible,2020,43831,4.8,59765
V0078699,Ford,SUV,2000,102552,2.7,24365
V0078700,Mercedes,Hatchback,2015,251155,4.7,22747
V0078701,Toyota,SUV,2002,20529,2.0,24465
V0078702,Audi,Convertible,2000,292507,1.3,35222
V0078703,Audi,Hatchback,2019,183701,1.4,45432
V0078704,Honda,Sedan,2017,47892,2.2,36984
V0078705,BMW,Van,2007,263248,2.0,25384
V0078706,Volkswagen,Sedan,2014,150345,2.2,53085
V0078707,Toyota,Hatchback,2003,243716,4.9,27498
V0078708,Hyundai,Truck,2021,118062,1.9,68553
V0078709,Toyota,SUV,2016,49957,1.5,41207
V0078710,Kia,Van,2010,195416,3.8,69429
V0078711,Toyota,Sedan,2020,258178,2.7,31460
V0078712,Hyundai,Convertible,2003,170285,1.4,34574
V0078713,Toyota,Convertible,2008,13033,1.7,80778
V0078714,Hyundai,Sedan,2007,116966,2.5,32948
V0078715,Audi,SUV,2022,53665,2.9,10209
V0078716,BMW,Convertible,2002,211548,4.2,87522
V0078717,Kia,Sedan,2000,113072,4.5,63721
V0078718,Kia,SUV,2003,269007,4.5,64069
V0078719,Kia,Truck,2020,123021,3.9,65106
V0078720,Honda,Van,2022,193680,2.9,77366
V0078721,Nissan,Van,2013,281230,4.5,10777
V0078722,Hyundai,Coupe,2008,34093,2.7,72018
V0078723,Toyota,Van,2011,254442,1.3,51407
V0078724,Kia,SUV,2022,282183,4.6,36946
V0078725,Ford,Sedan,2022,74685,3.7,38554
V0078726,Volkswagen,Convertible,2011,1457,4.3,67805
V0078727,Mercedes,Van,2008,57689,4.3,76519
V0078728,Honda,Truck,2012,144904,2.7,57613
V0078729,Kia,Van,2004,67934,1.9,48195
V0078730,Audi,Sedan,2023,181750,5.0,54769
V0078731,Nissan,Coupe,2008,17425,2.1,35702
V0078732,Volkswagen,Van,2024,219231,3.1,25488
V0078733,Toyota,Hatchback,2011,284371,4.3,40788
V0078734,Mercedes,Hatchback,2013,39060,3.1,75341
V0078735,Honda,Convertible,2014,214696,3.4,78664
V0078736,Hyundai,Convertible,2002,18221,3.0,48802
V0078737,Toyota,Van,2010,42827,1.8,78397
V0078738,Audi,Hatchback,2022,123403,2.1,46838
V0078739,Audi,SUV,2003,129613,4.2,86689
V0078740,Honda,Coupe,2012,38458,3.1,71156
V0078741,Kia,Truck,2023,289799,2.6,33022
V0078742,Nissan,Truck,2014,284127,4.4,16396
V0078743,Audi,Truck,2021,56528,2.5,38939
V0078744,Ford,Coupe,2014,89046,4.4,39131
V0078745,Hyundai,Sedan,2010,68499,3.8,43017
V0078746,Hyundai,Hatchback,2015,123155,3.0,82648
V0078747,Audi,Coupe,2020,64765,4.3,13300
V0078748,Kia,Truck,2017,50146,4.3,53980
V0078749,BMW,Coupe,2017,92913,3.8,81017
V0078750,Audi,Sedan,2024,162352,4.3,67246
V0078751,Kia,SUV,2000,101905,4.9,43552
V0078752,BMW,Truck,2020,134861,2.5,44305
V0078753,Audi,Coupe,2013,293259,3.0,18444
V0078754,Nissan,Convertible,2000,75729,4.4,65540
V0078755,Toyota,Truck,2000,247522,2.7,39084
V0078756,Nissan,Hatchback,2017,169385,5.0,77490
V0078757,Kia,SUV,2020,104066,4.6,73454
V0078758,Nissan,Truck,2000,207683,2.4,90444
V0078759,Ford,Sedan,2005,182116,1.4,65243
V0078760,Volkswagen,Sedan,2016,211730,1.3,78846
V0078761,Toyota,Truck,2020,183610,3.8,75485
V0078762,Hyundai,Truck,2023,72312,2.0,29728
V0078763,Hyundai,Van,2013,108767,3.5,34733
V0078764,Volkswagen,Hatchback,2015,287732,3.8,32583
V0078765,Toyota,Van,2009,46208,3.6,62587
V0078766,Honda,Truck,2007,153617,3.6,86142
V0078767,Hyundai,Van,2022,137050,4.7,79230
V0078768,Volkswagen,Sedan,2015,104187,4.3,82050
V0078769,BMW,Sedan,2010,191662,2.8,78788
V0078770,Mercedes,Coupe,2000,184276,2.3,49565
V0078771,Toyota,Van,2006,220807,1.0,43855
V0078772,Nissan,Hatchback,2017,232999,2.5,12374
V0078773,Hyundai,Sedan,2002,234227,3.4,20361
V0078774,Toyota,Coupe,2008,276287,2.0,34890
V0078775,BMW,Truck,2014,186747,4.6,31138
V0078776,Audi,Convertible,2016,4,4.2,45945
V0078777,Volkswagen,Hatchback,2017,267394,1.1,29301
V0078778,Mercedes,Hatchback,2014,151567,2.1,39786
V0078779,Kia,Hatchback,2013,39551,4.3,41590
V0078780,Honda,Sedan,2007,28738,3.5,58467
V0078781,Hyundai,Sedan,2024,206626,2.4,8949
V0078782,Kia,Van,2023,178184,2.6,69082
V0078783,Hyundai,Sedan,2015,116626,1.7,15868
V0078784,Mercedes,Convertible,2016,22868,4.1,45226
V0078785,Mercedes,Sedan,2001,181808,5.0,41417
V0078786,Kia,Hatchback,2019,264437,3.7,16692
V0078787,Mercedes,Van,2021,67020,2.5,64089
V0078788,Volkswagen,Van,2020,49466,2.3,13033
V0078789,Audi,Van,2019,50268,2.1,40885
V0078790,Nissan,Truck,2011,103750,3.0,22875
V0078791,BMW,SUV,2008,277070,4.4,19774
V0078792,Nissan,Truck,2004,36934,1.7,57567
V0078793,Ford,Van,2017,289634,1.6,14848
V0078794,BMW,Truck,2000,97630,1.0,77468
V0078795,Ford,Van,2016,222519,3.5,42789
V0078796,Audi,Coupe,2000,10830,2.7,55908
V0078797,BMW,Coupe,2009,172854,2.9,45138
V0078798,Audi,Coupe,2019,54846,1.6,29466
V0078799,Mercedes,Truck,2015,145864,3.4,37969
V0078800,Nissan,Truck,2000,96068,3.4,89104
V0078801,Honda,Coupe,2015,35241,1.6,68641
V0078802,Kia,Hatchback,2018,196961,4.6,75088
V0078803,Audi,Van,2019,281295,1.2,14463
V0078804,Audi,Convertible,2011,138323,2.7,63765
V0078805,Volkswagen,Hatchback,2018,186361,2.0,55270
V0078806,Volkswagen,Sedan,2018,171872,2.5,72252
V0078807,BMW,SUV,2021,76213,2.8,14434
V0078808,Nissan,Van,2022,42074,3.6,13176
V0078809,Toyota,Hatchback,2019,5736,1.4,21542
V0078810,Honda,Coupe,2008,102329,2.1,15298
V0078811,Kia,Van,2022,276220,3.7,39892
V0078812,Honda,Coupe,2001,179324,3.2,25533
V0078813,Nissan,Coupe,2023,94886,1.8,73372
V0078814,BMW,Truck,2006,61331,2.3,56423
V0078815,Mercedes,Truck,2016,212380,1.2,29171
V0078816,Ford,Convertible,2004,7132,3.1,75817
V0078817,Kia,Sedan,2023,94317,2.9,65274
V0078818,Toyota,Hatchback,2013,134098,4.6,12940
V0078819,Kia,Coupe,2012,185448,2.1,73957
V0078820,Nissan,Convertible,2008,32056,1.3,83702
V0078821,Audi,Coupe,2003,199859,4.9,27351
V0078822,Nissan,Truck,2005,55494,4.7,15682
V0078823,Nissan,Coupe,2017,245940,3.2,63253
V0078824,Ford,Coupe,2008,132178,3.6,51443
V0078825,Volkswagen,Convertible,2009,65654,2.2,57030
V0078826,Honda,Convertible,2024,16690,1.5,23979
V0078827,Honda,Sedan,2017,252992,1.6,71288
V0078828,Ford,Hatchback,2016,200247,3.8,22403
V0078829,Volkswagen,Coupe,2007,199896,3.5,57257
V0078830,Mercedes,Convertible,2019,266118,3.8,63605
V0078831,Hyundai,Coupe,2017,97598,1.5,48007
V0078832,Ford,Van,2012,188219,3.9,38525
V0078833,Honda,SUV,2019,102392,4.1,18611
V0078834,Volkswagen,SUV,2008,34326,3.6,16631
V0078835,Toyota,Hatchback,2014,124131,4.3,80119
V0078836,Mercedes,Sedan,2013,42597,1.6,61273
V0078837,Nissan,Hatchback,2019,176506,4.7,77080
V0078838,Hyundai,Convertible,2018,92970,3.8,41740
V0078839,Honda,Coupe,2012,199610,3.1,39601
V0078840,Hyundai,Truck,2007,273389,2.1,83060
V0078841,Audi,SUV,2010,219014,1.8,38513
V0078842,BMW,Truck,2011,158672,4.7,67721
V0078843,Toyota,Coupe,2020,159849,1.8,16990
V0078844,BMW,Coupe,2012,244173,2.1,37117
V0078845,Nissan,Convertible,2017,164289,3.5,24457
V0078846,BMW,Sedan,2023,213702,5.0,51035
V0078847,BMW,Coupe,2014,239540,4.1,62446
V0078848,Toyota,Sedan,2024,161742,4.1,9941
V0078849,Mercedes,Van,2016,262723,4.9,21377
V0078850,Volkswagen,Sedan,2008,119588,2.1,29986
V0078851,Mercedes,Coupe,2009,295043,1.7,60021
V0078852,BMW,Hatchback,2011,83933,1.8,32651
V0078853,BMW,Coupe,2024,230275,2.5,46060
V0078854,Audi,SUV,2017,108411,2.2,80734
V0078855,BMW,Sedan,2023,279418,4.6,49109
V0078856,Audi,Convertible,2014,100625,1.9,53000
V0078857,BMW,Sedan,2011,169454,2.5,61337
V0078858,Audi,Coupe,2003,19117,4.3,29547
V0078859,Mercedes,Hatchback,2003,246342,2.4,85993
V0078860,Mercedes,Hatchback,2002,255009,2.5,62157
V0078861,Hyundai,Coupe,2021,224988,5.0,30950
V0078862,Nissan,SUV,2007,25854,3.1,78709
V0078863,Toyota,Sedan,2016,160217,3.5,64590
V0078864,Kia,Sedan,2006,298254,2.0,74655
V0078865,BMW,Sedan,2010,216535,2.9,20235
V0078866,Volkswagen,Coupe,2009,282438,3.6,48379
V0078867,Toyota,Convertible,2014,188587,2.2,16656
V0078868,Mercedes,SUV,2021,193823,2.6,76598
V0078869,Nissan,SUV,2003,218629,1.5,56561
V0078870,Honda,Convertible,2015,219979,4.2,28429
V0078871,Hyundai,Convertible,2021,32619,4.0,62461
V0078872,Hyundai,Truck,2004,166039,1.8,17710
V0078873,Audi,Sedan,2011,121640,3.3,37038
V0078874,Kia,Coupe,2016,289526,4.2,70167
V0078875,Kia,SUV,2002,81303,2.1,38062
V0078876,Volkswagen,Coupe,2015,23332,3.7,28299
V0078877,BMW,Hatchback,2014,243972,2.6,29863
V0078878,Honda,Hatchback,2011,280750,4.5,80965
V0078879,BMW,Truck,2024,172694,1.8,63544
V0078880,Ford,SUV,2009,252808,2.0,67029
V0078881,Audi,Sedan,2016,86283,2.5,70980
V0078882,Hyundai,Coupe,2019,278532,2.1,29577
V0078883,BMW,Convertible,2000,167158,3.8,28300
V0078884,Toyota,Coupe,2014,265908,4.1,29800
V0078885,Honda,Coupe,2024,77934,3.7,71653
V0078886,Volkswagen,Convertible,2022,36715,4.0,28798
V0078887,Honda,Hatchback,2006,96618,4.9,55292
V0078888,Nissan,Convertible,2013,109626,3.6,60581
V0078889,BMW,SUV,2003,298628,1.6,67436
V0078890,Mercedes,Van,2007,31440,4.0,84141
V0078891,Nissan,Van,2021,68989,4.5,66985
V0078892,Audi,Hatchback,2020,69632,1.4,23739
V0078893,Ford,Coupe,2011,120610,2.9,74609
V0078894,Mercedes,SUV,2024,284548,1.6,14669
V0078895,Toyota,Coupe,2016,87149,2.8,59221
V0078896,Mercedes,Truck,2003,267789,4.9,57808
V0078897,Ford,Sedan,2004,22825,4.4,77953
V0078898,BMW,Sedan,2002,90155,1.4,30819
V0078899,Mercedes,Hatchback,2013,288507,4.8,11674
V0078900,Toyota,Hatchback,2007,33855,4.5,79309
V0078901,Toyota,Coupe,2004,124339,4.4,72387
V0078902,Mercedes,Truck,2000,137530,1.7,59942
V0078903,Mercedes,Coupe,2015,267406,2.6,57070
V0078904,BMW,Hatchback,2003,8290,4.6,29093
V0078905,BMW,Coupe,2000,119505,2.0,79582
V0078906,Hyundai,Sedan,2019,224415,1.9,24068
V0078907,Mercedes,Truck,2007,31946,3.0,44097
V0078908,Nissan,Sedan,2001,250201,3.8,74157
V0078909,Nissan,Coupe,2020,26643,2.9,13826
V0078910,Ford,Hatchback,2006,153615,2.2,84102
V0078911,Ford,Truck,2000,251207,1.9,51908
V0078912,Hyundai,Truck,2013,228346,3.6,68831
V0078913,Volkswagen,Convertible,2017,169613,1.8,43962
V0078914,Ford,SUV,2014,201948,1.3,16488
V0078915,Honda,Coupe,2022,275644,3.2,55392
V0078916,Ford,Truck,2014,197225,1.8,82551
V0078917,BMW,Convertible,2019,100729,3.5,36057
V0078918,Hyundai,Truck,2013,124131,1.2,11305
V0078919,Ford,SUV,2010,155996,1.9,32614
V0078920,Mercedes,Truck,2004,114894,4.1,65749
V0078921,Honda,Truck,2008,65917,1.5,49494
V0078922,BMW,Hatchback,2018,293452,4.2,70153
V0078923,Volkswagen,Van,2004,251590,4.4,63675
V0078924,Volkswagen,Hatchback,2006,220557,3.6,68486
V0078925,BMW,Truck,2020,221181,4.2,13211
V0078926,Audi,Coupe,2006,234082,4.5,70504
V0078927,BMW,Hatchback,2013,32106,1.6,64014
V0078928,Mercedes,Convertible,2001,176135,1.4,60343
V0078929,Audi,SUV,2010,16148,2.4,86716
V0078930,Kia,SUV,2004,108810,4.5,29314
V0078931,Kia,Sedan,2002,206872,1.5,61781
V0078932,Hyundai,SUV,2000,134708,4.3,89624
V0078933,Ford,Van,2016,280272,2.8,20687
V0078934,Volkswagen,Van,2021,19883,2.4,79074
V0078935,Toyota,Coupe,2003,149620,1.3,72087
V0078936,Audi,Van,2018,205722,1.9,47715
V0078937,Ford,Coupe,2017,203715,4.7,34277
V0078938,Volkswagen,Sedan,2003,279108,3.7,32960
V0078939,Kia,Sedan,2018,130731,2.3,56457
V0078940,Hyundai,Hatchback,2006,74680,2.0,82560
V0078941,Kia,Coupe,2006,242350,1.9,36390
V0078942,Kia,Coupe,2012,264501,3.6,45688
V0078943,Hyundai,Coupe,2021,100621,4.5,28066
V0078944,Nissan,SUV,2014,64308,5.0,65994
V0078945,Honda,Sedan,2017,110707,4.3,62711
V0078946,Nissan,Coupe,2014,85720,1.9,56431
V0078947,Honda,Truck,2020,274658,2.8,35654
V0078948,Honda,Convertible,2024,127562,4.7,55605
V0078949,BMW,Convertible,2001,97525,3.3,73740
V0078950,BMW,Hatchback,2005,104152,3.0,74638
V0078951,Volkswagen,Van,2017,2172,1.5,47298
V0078952,Honda,SUV,2000,200311,4.4,80638
V0078953,Hyundai,Van,2002,16629,4.3,36729
V0078954,Nissan,Truck,2023,277961,1.6,11150
V0078955,Audi,SUV,2017,75951,2.3,28043
V0078956,BMW,Hatchback,2017,283895,2.7,14811
V0078957,Honda,Van,2008,120288,2.6,18417
V0078958,Nissan,Convertible,2024,46525,4.9,72284
V0078959,Audi,Sedan,2019,262097,1.9,59501
V0078960,Hyundai,Hatchback,2023,287938,4.3,72803
V0078961,BMW,Truck,2008,210002,2.2,48781
V0078962,Honda,Convertible,2001,183298,2.5,30057
V0078963,Hyundai,Truck,2010,208374,4.9,61498
V0078964,Volkswagen,Sedan,2021,92082,5.0,66785
V0078965,Hyundai,Hatchback,2020,226058,3.6,31269
V0078966,Volkswagen,Truck,2008,89762,3.9,44234
V0078967,Honda,Sedan,2007,297616,1.1,69284
V0078968,Mercedes,Van,2013,5649,4.0,73888
V0078969,Hyundai,Sedan,2016,48641,1.3,64402
V0078970,Audi,Truck,2009,50695,2.0,27263
V0078971,Audi,Coupe,2021,109276,3.3,41777
V0078972,Mercedes,Truck,2014,19627,3.7,39332
V0078973,Volkswagen,Hatchback,2022,45595,1.1,48155
V0078974,Mercedes,Truck,2011,50626,2.8,39478
V0078975,Kia,Truck,2011,229420,2.4,19546
V0078976,Volkswagen,Truck,2003,50087,1.9,51058
V0078977,Hyundai,SUV,2003,207984,2.9,77923
V0078978,Nissan,Truck,2021,239814,5.0,49951
V0078979,Mercedes,Convertible,2014,133942,1.9,68375
V0078980,Mercedes,Coupe,2023,110222,1.3,34580
V0078981,Toyota,Hatchback,2018,169654,2.5,31375
V0078982,Toyota,Van,2018,24962,1.2,39267
V0078983,Nissan,Van,2018,234834,1.2,11619
V0078984,BMW,Van,2019,234347,3.9,65783
V0078985,Hyundai,Truck,2019,60698,4.1,72509
V0078986,Kia,Truck,2013,38690,4.8,84608
V0078987,Hyundai,Coupe,2017,106972,3.2,66092
V0078988,Audi,Hatchback,2002,157964,3.8,36164
V0078989,Nissan,Van,2012,173816,2.2,45103
V0078990,Volkswagen,Convertible,2009,163371,4.5,22574
V0078991,Ford,Sedan,2014,203155,3.6,26518
V0078992,Ford,Hatchback,2022,240953,3.7,42809
V0078993,Honda,Truck,2004,64649,4.2,59826
V0078994,Mercedes,Sedan,2011,218145,4.7,35628
V0078995,BMW,SUV,2021,152721,1.8,21699
V0078996,Kia,Van,2017,266836,3.7,69133
V0078997,Audi,Hatchback,2011,149445,2.5,66817
